Occupation Name,Task Description,Importance
Advertising and Promotions Managers,"Identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets, such as dealers, distributors, or consumers.
Related occupations",64
Advertising and Promotions Managers,"Track program budgets, expenses, and campaign response rates to evaluate each campaign, based on program objectives and industry norms.
Related occupations",64
Advertising and Promotions Managers,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.
Related occupations",56
Advertising and Promotions Managers,"Manage sales team, including setting goals, providing incentives, and evaluating employee performance.
Related occupations",72
Advertising and Promotions Managers,"Prepare and negotiate advertising and sales contracts.
Related occupations",70
Advertising and Promotions Managers,"Formulate plans to extend business with established accounts and to transact business as agent for advertising accounts.
Related occupations",67
Advertising and Promotions Managers,"Train and direct workers engaged in developing and producing advertisements.
Related occupations",66
Advertising and Promotions Managers,"Assemble and communicate with a strong, diverse coalition of organizations or public figures, securing their cooperation, support, and action, to further campaign goals.
Related occupations",65
Advertising and Promotions Managers,"Provide presentation and product demonstration support during the introduction of new products and services to field staff and customers.
Related occupations",63
Advertising and Promotions Managers,"Represent company at trade association meetings to promote products.
Related occupations",61
Advertising and Promotions Managers,"Direct and coordinate product research and development.
Related occupations",59
Advertising and Promotions Managers,"Analyze marketing or sales trends to forecast future conditions.
Related occupations",Not available
Advertising and Promotions Managers,"Analyze the effectiveness of marketing tactics or channels.
Related occupations",Not available
Advertising and Promotions Managers,"Attend or participate in conferences, community events, and promotional events related to products or technologies.
Related occupations",Not available
Advertising and Promotions Managers,"Conduct research on consumer opinions and buying habits, and identify target audiences for products, services, or technologies.
Related occupations",Not available
Advertising and Promotions Managers,"Coordinate with marketing team members, graphic artists, and other workers to develop and implement marketing programs.
Related occupations",Not available
Advertising and Promotions Managers,"Develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of products and services.
Related occupations",Not available
Advertising and Promotions Managers,"Develop comprehensive marketing strategies, using knowledge of products and technologies, markets, and regulations.
Related occupations",Not available
