,Combined Occupation,Best Match in Exposure Scores,Similarity Score
425,Firstline supervisors of mechanics installers and repairers,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.6774533224985373
426,Computer automated teller and office machine repairers,"Computer, Automated Teller, and Office Machine Repairers",1.0000000000000002
427,Radio and telecommunications equipment installers and repairers,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.6859286882908048
428,Avionics technicians,Avionics Technicians,1.0000000000000002
429,Electric motor power tool and related repairers,"Electric Motor, Power Tool, and Related Repairers",1.0000000000000002
430,Electrical and electronics installers and repairers transportation equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.0000000000000002
431,Electrical and electronics repairers industrial and utility,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.6771804002973493
432,Electronic equipment installers and repairers motor vehicles,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.0
433,Audiovisual equipment installers and repairers,Audiovisual Equipment Installers and Repairers,1.0
434,Security and fire alarm systems installers,Security and Fire Alarm Systems Installers,1.0
435,Aircraft mechanics and service technicians,Aircraft Mechanics and Service Technicians,1.0000000000000002
436,Automotive body and related repairers,Automotive Body and Related Repairers,1.0
437,Automotive glass installers and repairers,Automotive Glass Installers and Repairers,1.0
438,Automotive service technicians and mechanics,Automotive Service Technicians and Mechanics,1.0
439,Bus and truck mechanics and diesel engine specialists,Bus and Truck Mechanics and Diesel Engine Specialists,1.0
440,Heavy vehicle and mobile equipment service technicians and mechanics,"Mobile Heavy Equipment Mechanics, Except Engines",0.598263602114452
441,Small engine mechanics,Outdoor Power Equipment and Other Small Engine Mechanics,0.6511560618207491
442,Miscellaneous vehicle and mobile equipment mechanics installers and repairers,Audiovisual Equipment Installers and Repairers,0.41063338430608787
443,Control and valve installers and repairers,"Control and Valve Installers and Repairers, Except Mechanical Door",0.7081348835807173
444,Heating air conditioning and refrigeration mechanics and installers,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.0
445,Home appliance repairers,Home Appliance Repairers,1.0000000000000002
446,Industrial and refractory machinery mechanics,Industrial Machinery Mechanics,0.8040450481294322
447,Maintenance and repair workers general,"Maintenance and Repair Workers, General",1.0000000000000002
448,Maintenance workers machinery,"Maintenance Workers, Machinery",1.0000000000000002
449,Millwrights,Millwrights,1.0
450,Electrical powerline installers and repairers,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.5243532268814901
451,Telecommunications line installers and repairers,Telecommunications Line Installers and Repairers,1.0
452,Precision instrument and equipment repairers,Medical Equipment Repairers,0.40286766022048026
453,Wind turbine service technicians,Wind Turbine Service Technicians,1.0000000000000002
454,Coin vending and amusement machine servicers and repairers,"Coin, Vending, and Amusement Machine Servicers and Repairers",1.0
455,Commercial divers,Commercial Divers,1.0000000000000002
456,Locksmiths and safe repairers,Locksmiths and Safe Repairers,1.0
457,Manufactured building and mobile home installers,Manufactured Building and Mobile Home Installers,1.0
458,Riggers,Riggers,1.0
459,Helpersinstallation maintenance and repair workers,"Maintenance and Repair Workers, General",0.6330072881171637
460,Other installation maintenance and repair workers,"Helpers--Installation, Maintenance, and Repair Workers",0.8347919784916806
461,Firstline supervisors of production and operating workers,First-Line Supervisors of Production and Operating Workers,0.7173499379068
462,Aircraft structure surfaces rigging and systems assemblers,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1.0000000000000002
463,Electrical electronics and electromechanical assemblers,Electromechanical Equipment Assemblers,0.6719948037025827
464,Engine and other machine assemblers,Engine and Other Machine Assemblers,1.0
465,Structural metal fabricators and fitters,Structural Metal Fabricators and Fitters,1.0
466,Other assemblers and fabricators,Engine and Other Machine Assemblers,0.5110365393131744
467,Bakers,Bakers,1.0
468,Butchers and other meat poultry and fish processing workers,"Meat, Poultry, and Fish Cutters and Trimmers",0.5885602699275435
469,Food and tobacco roasting baking and drying machine operators and tenders,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1.0
470,Food batchmakers,Food Batchmakers,1.0000000000000002
471,Food cooking machine operators and tenders,Food Cooking Machine Operators and Tenders,1.0
472,Food processing workers all other,Food Preparation Workers,0.3955368367522605
473,Computer numerically controlled tool operators and programmers,Computer Numerically Controlled Tool Programmers,0.9707083541118511
474,Forming machine setters operators and tenders metal and plastic,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.6915083573097855
475,Cutting punching and press machine setters operators and tenders metal and plastic,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
476,Grinding lapping polishing and buffing machine tool setters operators and tenders metal and plastic,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.0000000000000002
477,Other machine tool setters operators and tenders metal and plastic,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.806955988687922
478,Machinists,Machinists,1.0
479,Metal furnace operators tenders pourers and casters,"Pourers and Casters, Metal",0.7947168594032411
480,Model makers and patternmakers metal and plastic,"Model Makers, Metal and Plastic",0.8684940286880496
481,Molders and molding machine setters operators and tenders metal and plastic,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.6493967666683704
482,Tool and die makers,Tool and Die Makers,1.0000000000000002
483,Welding soldering and brazing workers,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.8283169303360245
484,Other metal workers and plastic workers,"Layout Workers, Metal and Plastic",0.6105745365086865
485,Prepress technicians and workers,Prepress Technicians and Workers,1.0000000000000002
486,Printing press operators,Printing Press Operators,1.0
487,Print binding and finishing workers,Print Binding and Finishing Workers,1.0
488,Laundry and drycleaning workers,Laundry and Dry-Cleaning Workers,0.4130892641169059
489,Pressers textile garment and related materials,"Pressers, Textile, Garment, and Related Materials",1.0
490,Sewing machine operators,Sewing Machine Operators,1.0
491,Shoe and leather workers,Shoe and Leather Workers and Repairers,0.9198704372441145
492,Tailors dressmakers and sewers,"Tailors, Dressmakers, and Custom Sewers",0.8128293858380296
493,Textile machine setters operators and tenders,"Textile Cutting Machine Setters, Operators, and Tenders",0.8407088515737831
494,Upholsterers,Upholsterers,1.0
495,Other textile apparel and furnishings workers,Fabric and Apparel Patternmakers,0.32144020192456
496,Cabinetmakers and bench carpenters,Cabinetmakers and Bench Carpenters,1.0
497,Furniture finishers,Furniture Finishers,1.0
498,Sawing machine setters operators and tenders wood,"Sawing Machine Setters, Operators, and Tenders, Wood",1.0000000000000002
499,Woodworking machine setters operators and tenders except sawing,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.0
500,Power plant operators distributors and dispatchers,Power Distributors and Dispatchers,0.8636771763475458
501,Stationary engineers and boiler operators,Stationary Engineers and Boiler Operators,1.0
502,Water and wastewater treatment plant and system operators,Water and Wastewater Treatment Plant and System Operators,1.0
503,Miscellaneous plant and system operators,Chemical Plant and System Operators,0.7500871711224125
504,Chemical processing machine setters operators and tenders,Chemical Equipment Operators and Tenders,0.6238584464035057
505,Crushing grinding polishing mixing and blending workers,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.6215436628930631
506,Cutting workers,"Textile Cutting Machine Setters, Operators, and Tenders",0.49195887690754364
507,Extruding forming pressing and compacting machine setters operators and tenders,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1.0
508,Furnace kiln oven drier and kettle operators and tenders,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1.0
509,Inspectors testers sorters samplers and weighers,"Inspectors, Testers, Sorters, Samplers, and Weighers",1.0000000000000002
510,Jewelers and precious stone and metal workers,Jewelers and Precious Stone and Metal Workers,1.0000000000000004
511,Dental and ophthalmic laboratory technicians and medical appliance technicians,Ophthalmic Laboratory Technicians,0.7061787758549067
512,Packaging and filling machine operators and tenders,Packaging and Filling Machine Operators and Tenders,1.0
513,Painting workers,"Painting, Coating, and Decorating Workers",0.5457513290758276
514,Photographic process workers and processing machine operators,Photographic Process Workers and Processing Machine Operators,1.0
515,Adhesive bonding machine operators and tenders,Adhesive Bonding Machine Operators and Tenders,1.0000000000000002
516,Etchers and engravers,Etchers and Engravers,1.0
517,Molders shapers and casters except metal and plastic,"Molders, Shapers, and Casters, Except Metal and Plastic",1.0000000000000004
518,Paper goods machine setters operators and tenders,"Paper Goods Machine Setters, Operators, and Tenders",1.0
519,Tire builders,Tire Builders,1.0
520,Other production equipment operators and tenders,Chemical Equipment Operators and Tenders,0.542237593237549
521,Other production workers,Helpers--Production Workers,0.626966396484198
522,Supervisors of transportation and material moving workers,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.5910849510088619
523,Aircraft pilots and flight engineers,"Airline Pilots, Copilots, and Flight Engineers",0.5497121679812816
524,Air traffic controllers and airfield operations specialists,Air Traffic Controllers,0.7472455007227425
525,Flight attendants,Flight Attendants,1.0
