Occupation Name,Task Description,Importance,Verb-Noun Pairs,Meaningful Verb-Noun Pairs,Unmeaningful Verb-Noun Pairs
Athletic Trainers,"Advise athletes on the proper use of equipment.
Related occupations",68,[],[],[]
Athletic Trainers,"File athlete insurance claims and communicate with insurance providers.
Related occupations",68,[],[],[]
Atmospheric and Space Scientists,"Gather data from sources such as surface or upper air stations, satellites, weather bureaus, or radar for use in meteorological reports or forecasts.
Related occupations",76,[],[],[]
Atmospheric and Space Scientists,"Consult with other offices, agencies, professionals, or researchers regarding the use and interpretation of climatological information for weather predictions and warnings.
Related occupations",67,[],[],[]
Atmospheric and Space Scientists,"Direct forecasting services at weather stations or at radio or television broadcasting facilities.
Related occupations",77,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.
Related occupations",81,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.
Related occupations",79,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.
Related occupations",76,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Advise students on academic and vocational curricula and on career issues.
Related occupations",65,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Related occupations",57,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.
Related occupations",50,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Act as advisers to student organizations.
Related occupations",46,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Compile bibliographies of specialized materials for outside reading assignments.
Related occupations",46,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Participate in campus and community events.
Related occupations",45,[],[],[]
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Answer questions from the public and media.
Related occupations",44,[],[],[]
Audio and Video Technicians,"Direct and coordinate activities of assistants and other personnel during production.
Related occupations",68,[],[],[]
Audio and Video Technicians,"Compress, digitize, duplicate, and store audio and video data.
Related occupations",68,[],[],[]
Audio and Video Technicians,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming.
Related occupations",62,[],[],[]
Audio and Video Technicians,"Construct and position properties, sets, lighting equipment, and other equipment.
Related occupations",60,[],[],[]
Audio and Video Technicians,"Locate and secure settings, properties, effects, and other production necessities.
Related occupations",56,[],[],[]
Audio and Video Technicians,"Develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.
Related occupations",48,[],[],[]
Audiologists,"Examine and clean patients' ear canals.
Related occupations",81,[],[],[]
Audiologists,"Advise educators or other medical staff on hearing or balance topics.
Related occupations",81,[],[],[]
Audiovisual Equipment Installers and Repairers,"Position or mount speakers, and wire speakers to consoles.
Related occupations",75,[],[],[]
Audiovisual Equipment Installers and Repairers,"Compute cost estimates for labor and materials.
Related occupations",78,[],[],[]
Automotive and Watercraft Service Attendants,"Clean windshields.
Related occupations",80,[],[],[]
Automotive and Watercraft Service Attendants,"Test and charge batteries.
Related occupations",70,[],[],[]
Automotive Body and Related Repairers,"Prime and paint repaired surfaces, using paint sprayguns and motorized sanders.
Related occupations",85,"[('use', 'spraygun')]",[],"[('use', 'spraygun')]"
Automotive Body and Related Repairers,"Adjust or align headlights, wheels, and brake systems.
Related occupations",74,[],[],[]
Automotive Engineering Technicians,"Participate in research or testing of computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.
Related occupations",59,[],[],[]
Automotive Engineers,"Conduct or direct system-level automotive testing.
Related occupations",81,[],[],[]
Automotive Engineers,"Prepare or present technical or project status reports.
Related occupations",70,[],[],[]
Automotive Engineers,"Establish production or quality control standards.
Related occupations",69,[],[],[]
Automotive Engineers,"Build models for algorithm or control feature verification testing.
Related occupations",65,[],[],[]
Automotive Engineers,"Coordinate production activities with other functional units, such as procurement, maintenance, or quality control.
Related occupations",64,[],[],[]
Automotive Engineers,"Design control systems or algorithms for purposes such as automotive energy management, emissions management, or increased operational safety or performance.
Related occupations",63,[],[],[]
Automotive Engineers,"Research computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control.
Related occupations",57,[],[],[]
Automotive Engineers,"Design vehicles for increased recyclability or use of natural, renewable, or recycled materials in vehicle construction.
Related occupations",55,[],[],[]
Automotive Glass Installers and Repairers,"Prime all scratches on pinchwelds with primer and allow to dry.
Related occupations",97,[],[],[]
Automotive Glass Installers and Repairers,"Obtain windshields or windows for specific automobile makes and models from stock and examine them for defects prior to installation.
Related occupations",87,[],[],[]
Automotive Glass Installers and Repairers,"Remove moldings, clips, windshield wipers, screws, bolts, and inside A-pillar moldings and lower headliners in preparation for installation or repair work.
Related occupations",83,[],[],[]
Automotive Glass Installers and Repairers,"Cool or warm glass in the event of temperature extremes.
Related occupations",72,[],[],[]
Automotive Service Technicians and Mechanics,"Estimate costs of vehicle repair.
Related occupations",82,[],[],[]
Automotive Service Technicians and Mechanics,"Align vehicles' front ends.
Related occupations",80,[],[],[]
Automotive Service Technicians and Mechanics,"Repair and service air conditioning, heating, engine cooling, and electrical systems.
Related occupations",74,[],[],[]
Automotive Service Technicians and Mechanics,"Rebuild parts, such as crankshafts and cylinder blocks.
Related occupations",72,[],[],[]
Automotive Service Technicians and Mechanics,"Diagnose and replace or repair engine management systems or related sensors for flexible fuel vehicles (FFVs) with ignition timing, fuel rate, alcohol concentration, or air-to-fuel ratio malfunctions.
Related occupations",66,[],[],[]
Aviation Inspectors,"Examine maintenance records and flight logs to determine if service and maintenance checks and overhauls were performed at prescribed intervals.
Related occupations",90,[],[],[]
Aviation Inspectors,"Recommend replacement, repair, or modification of aircraft equipment.
Related occupations",79,[],[],[]
