Verb,Noun
use,engine
operate,center
control,device
improve,efficiency
compute,consumption
allocate,resource
acquire,datum
adjust,operation
identify,anomaly
train,module
use,set
have,label
automate,detection
speak,method
determine,anomaly
assess,stratification
use,variation
assess,disease
use,analysis
extract,participant
extract,environment
safeguard,control
route,method
use,threshold
provide,instruction
use,function
use,datum
manage,information
predict,intent
improve,experience
use,system
learn,discovery
modify,search
provide,storage
consider,characteristic
generate,datum
use,alignment
detect,anomaly
annotate,slide
improve,efficiency
use,critic
construct,database
control,vehicle
use,classification
cross,regulation
learn,method
face,method
generate,feature
calculate,parameter
use,technique
assist,generation
generate,information
describe,event
adapt,model
predict,interaction
use,network
detect,adenocarcinoma
use,learning
weld,state
generate,avatar
use,intelligence
use,surface
use,sensing
identify,behavior
use,network
extract,datum
monitor,abnormality
analyze,item
optimize,quality
construct,database
use,tracking
generate,datum
predict,quality
facilitate,training
estimate,tolerance
evaluate,growth
use,datum
grade,product
pipe,prediction
match,datum
use,feedback
use,annotation
diagnose,lesion
cascade,tree
use,cluster
recommend,system
recommend,method
operate,vehicle
build,model
use,tomography
drive,method
clean,method
determine,apparatus
answer,system
identify,location
report,method
predict,benefit
use,feature
learn,technique
use,occurrence
develop,classifier
stratify,patient
utilize,intelligence
predict,insight
predict,incident
accelerate,process
preserve,generation
automate,formation
facilitate,retrieval
use,machine
utilize,device
generate,sequence
locate,device
select,strategy
train,model
predict,device
predict,method
determine,effect
predict,index
display,information
compress,information
use,learning
use,representation
improve,performance
learn,method
recognize,method
predict,value
adjust,device
adjust,method
generate,advice
cure,anomaly
implement,process
optimize,performance
establish,method
use,model
generate,datum
predict,life
use,device
apply,intelligence
display,explanation
evaluate,quality
characterize,heterogeneity
use,descriptor
use,matrix
index,trace
search,trace
learn,system
evaluate,hazard
generate,vector
detect,region
identify,entity
train,model
generate,parameter
identify,item
generate,feed
detect,object
use,agent
generate,warning
detect,pose
use,compression
apply,similarity
use,pattern
determine,position
control,vehicle
use,datum
message,application
enhance,performance
facilitate,interpretation
determine,plan
improve,result
learn,algorithm
use,inference
monitor,generator
use,learning
parse,job
classify,instance
optimize,decision
classify,style
generate,audio
distinguish,image
use,model
identify,intelligence
use,platform
determine,score
generate,twin
identify,case
capture,telemetry
improve,classification
learn,technique
estimate,property
perform,action
train,network
use,queue
detect,behavior
utilize,intelligence
give,datum
use,model
generate,video
learn,robot
use,network
transform,image
administer,access
query,trace
determine,rejection
evaluate,integrity
use,learning
bear,method
determine,defect
screen,gene
anchor,search
use,forest
use,model
drive,method
manufacture,method
generate,base
predict,malfunction
consider,experience
train,network
broadcast,datum
learn,method
use,method
improve,information
perform,processing
use,spam
realize,protection
realize,updating
enable,vision
control,distribution
use,model
use,resonance
study,method
use,learning
enhance,intensity
correct,state
use,network
address,behavior
support,computing
detect,response
use,camera
determine,translation
determine,word
treat,target
perform,simulation
fault,analysis
use,model
group,method
train,model
base,monitoring
drive,method
train,model
assess,risk
generate,datum
train,machine
learn,model
determine,progression
facilitate,development
ground,factor
process,datum
output,feedback
warn,message
provide,method
use,network
predict,progression
use,feature
use,analysis
apply,network
identify,target
use,sensor
learn,approach
have,degree
predict,suspiciousness
constrain,search
detect,attack
use,log
detect,interaction
use,resource
optimize,performance
use,agent
have,degree
select,kernel
learn,machine
identify,characteristic
incorporate,schedule
use,structure
process,datum
generate,chart
use,learning
operate,machine
improve,training
assign,machine
enable,system
use,camera
provide,simulation
access,productivity
use,distance
address,activity
enforce,security
match,color
have,bar
detect,change
compensate,vibration
use,model
drive,method
translate,request
use,template
control,behavior
improve,process
update,information
learn,model
train,method
mount,wearer
enhance,resolution
monitor,performance
defect,determination
use,network
coordinate,movement
control,function
reduce,curtailment
generate,experience
detect,boundary
measure,parameter
detect,pattern
generate,model
predict,state
bump,detection
assess,node
manage,notification
control,safety
estimate,parameter
use,space
predict,cost
provide,datum
use,element
use,model
control,process
use,architecture
use,context
improve,understanding
visualize,event
identify,pattern
prevent,outage
use,vibration
provide,datum
use,learning
regularize,model
concern,dermatology
defect,analysis
position,system
build,system
block,chain
optimize,selection
classify,message
learn,model
push,message
detect,anomaly
engage,feature
provide,mode
determine,metric
learn,platform
distribute,learning
simplify,management
predict,leak
analyze,image
generate,assessment
implement,overlay
identify,entity
have,property
separate,datum
implement,learning
use,processing
train,model
assist,system
route,action
determine,cause
provide,notification
use,processing
use,curve
model,distribution
compensate,value
use,information
determine,time
determine,time
generate,prosody
use,imagery
embed,vector
build,system
enhance,content
use,vision
use,device
produce,model
provide,content
provide,mode
mitigate,attack
characterize,event
monitor,status
use,information
organize,file
perform,task
use,device
generate,strategy
obtain,view
use,instrument
predict,fraud
use,computing
provide,offer
prevent,suicide
monitor,object
enable,adjustment
formulate,product
use,model
provide,message
predict,occupancy
convert,frame
estimate,direction
learn,device
learn,method
use,profile
facilitate,remediation
promote,technology
use,sensor
use,intelligence
use,document
block,monitoring
use,array
scan,device
compute,failure
attribute,technique
analyze,datum
build,recommendation
use,interrogation
base,evaluation
use,datum
change,lane
analyze,communication
mitigate,attack
manage,level
identify,anomaly
use,graph
generate,map
encrypt,datum
optimize,reduction
use,segmentation
use,analysis
use,system
use,comprehension
check,vulnerability
generate,sample
learn,system
predict,hour
learn,equipment
predict,consumption
process,datum
use,component
predict,vulnerability
manage,recovery
decode,method
train,model
use,network
use,selection
conduct,session
associate,music
gather,characteristic
defect,method
learn,range
reduce,curtailment
monitor,equipment
use,audio
perform,activity
control,power
adapt,communication
establish,model
optimize,layout
learn,generation
use,profile
train,model
incorporate,feature
secure,access
allocate,resource
use,infrastructure
use,intelligence
create,advertisement
reduce,metadata
provide,science
adjust,generation
use,approach
predict,growth
recommend,operation
present,item
determine,element
determine,classification
discover,relationship
use,datum
use,tree
predict,information
use,level
identify,stream
measure,potential
suggest,action
detect,event
provide,feedback
use,storage
update,method
distribute,device
distribute,method
provide,conversation
secure,environment
identify,point
use,network
limit,operation
use,network
use,network
assess,frequency
use,spot
mitigate,bias
monitor,network
use,technology
resolve,issue
tag,object
plan,conversation
distribute,method
stain,determination
protect,privacy
stock,shelf
identify,condition
use,model
reduce,variation
use,network
use,datum
link,document
trigger,communication
individualize,dose
establish,model
control,system
use,state
type,character
charge,method
use,network
read,optimization
